sentiment,review_body,product_category
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
0,This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,Jackets
0,Ordered my regular size large and the fit was a snug around my hips when snapped. i didn't plan on wearing it that way so that wasn't a deal breaker for me. but because i have a larger bust i felt the padding added pounds and lots of width to my frame. i also had the same issues with coloring as other reviewers. and lastly  the collar is really high and it just bugged me. so this one went back.,Jackets
0,If you have any curves at all then this will look like a sack on you. i wanted to love it because of the material and i've been looking for a blazer/ jacket that was heavy in weight. this just looked awful on me. maybe for someone who is very slender this will work but i was highly disappointed in the cut.,Jackets
0,This is a very pretty jacket. light weight and perfect for spring/fall. i had ordered it online as it was not in my retailer store. i did end up returning it though. it does run large  i am usually a l/xl and based on previous reviews i did size down and get the l. the pockets for me were a little big an pushed out having an unflattering look! i was sad to have to send this one back! i was hoping to love it! someone smaller might love it!!,Jackets
1,Love this sweater/jacket. fit is good and the colors are just right  not to bright and not boring. the shawl color takes a wee bit of adjusting but is worth the extra minute or so. also has a hood built into shawl that when not in use can not be seen  very cool. have worn it a couple of times and always get compliments.,Jackets
1,This great weekend staple is the perfect lightweight jacket. it has a roomy  comfortable fit but the drawstring helps you create a bit of a waist. got lots of compliments on the embroidery.,Jackets
1,When i ordered this little jacket i knew i would like it  upon arrival i fell in love. it is a little edgy with leather detailing and with stretch in all the right places  the crop is super flattering. appeared online to be a bit more of a sweatshirt material but it has so much structure and holds its shape!,Jackets
1,Snap this one up but make sure you order a size larger than your normal size. it runs a full size too small. it sold out before and i was told it wasn't coming back in. i had purchased one previously in my regular size but it was too small. to my delight  it's back  and i've purchased one in the next size up. it's well made  can go from business to sport to casual.,Jackets
1,Super comfortable and on trend with the embroidery and beading - wore it day after i received to the airport over tee shirt & jeans and got compliments left and right - love it!!,Jackets
1,I got this vest for my birthday and it is my favorite. it has a very clean design  well structured and you can really tell the product is high quality from the look and touch. i would expect this to stay in my closet for years to come.,Jackets
1,I ordered the xs p and xxs p in the black one. i thought this would be a fairly classic piece to wear any season (cold offices in the summer  southern california in the winter). the xxs p was a bit better fitted  not too small  but the xs p was ok too  if you prefer a baggier look  so based on that i call it large as i would usually purchase the xs p not xxsp. (115 lbs  30 dd  26.5in waist  muscular arms)    the material is airy and light  but i am a little worried about wrinkling  we shall see.,Jackets
1,This jacket is well-made and smart looking. it gave me just the boost i needed today at a difficult meeting. thank you retailer!,Jackets
1,I don't own any peach outerwear because i didn't think it would complement my skintone. this cozy bomber proved me wrong. wonderful quilting pattern and a vintage dye job that's eye catching. great for layering and the color goes with my autumn and spring wardrobe. this is not a fitted style  it's relaxed and a bit poufy at the sleeves and waist  just like a regular bomber jacket. i chose medium petite and it fits just right. i'm a 36d  135#  38-28-35.,Jackets
-1,I ordered these leggings and loved them  for about an hour- at which point the belt loop ripped off of the pant  leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.,Jeans
-1,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,Jeans
-1,I loved the look of these pants in the pictures online and i loved the way that they fit. however when i got my pair  the flower placement was completely different. the whole front was black and there were just flowers running out of the crotch seams. i ordered another pair hoping they were just cut wrong  but those were even worse. they looked obscene.,Jeans
-1,I ordered these because i loved the wide cut and overall look. but returned them because they fit weird. too tight around the too high waistline (and normally  i like a high waistline). fit ran small. and the overall quality of the fabric wasn't as nice as i was hoping for. pretty disappointed.,Jeans
-1,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser  less flattering fit. returned it and kept the regular ag stevie.",Jeans
-1,These pants were wonderful...for 2 seasons. yes  for almost $200 a pop they don't even last a full year! loved them so much  i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately  retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,Really disappointing quality. these jeans are of a very poor quality material and developed holes in the inseams after only a month! i love pilcros  and am totally shocked at the poor quality...retailer  i hope this is just a fluke. not worth the money!,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
0,I love these overalls  but they run very small?i had to return and reorder.,Jeans
0,For some reason  the cream colored cords are sheer. the material is quite thin. you can see the pockets through them  as well as the seams. i have other ag cords and it seems the material they are using this go around is substandard. too bad.,Jeans
0,I loved the color of these but they bagged out with just one wear. they are going back to store.,Jeans
0,Can't pants. the material is lightweight and perfect for summer. however i felt they were cut narrow in the hips. i am a solid size 30/8 and i couldn't get the 30 over my hips.,Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,I love these jeans  but they run small. i recommend ordering one size up.,Jeans
0,I wear a 32 and sometimes a 31 but i could barely squeeze these on in a 32. the fabric is thick with lots of stretch but these are super skinny all the way to the ankle like a legging and not a jean. made for much thinner frames than mine.,Jeans
0,Those pants sit pretty snug on top and get very wide very fast. this looks odd in my opinion if you do not wear a tunic style top like on the picture. also the material is quite thin  which makes the snug part look unflattering. they were not for me unfortunately.,Jeans
0,Great style but not so great quality:(  stone fell off right away.  but they still look great,Jeans
1,These are a lovely neutral to slightly warm grey pair of jeans from a great line. i wore my usual size without issues.,Jeans
1,The velvet isn't as soft or plush as i thought it would be but these are comfy pants. i won't wear them until next winter  which is fine.,Jeans
1,This is my first pair of ag and i love them so far. they are not cuffed as shown in the picture. they are long so i had to get them altered (i'm 5''5). the color is a rich blue and they have a nice stretch. i haven't worn them all day yet to see if they keep their shape. usually a 28 or 29 and went with the 28 on these. got them on 20 perc off sale so very happy!,Jeans
1,The fabric of these pants isn't like regular denim  rather it's soft and velvety in texture more like a chino. i love the dark saturated olive green. the pocket placement is very flattering on the rear. normally i wear a size 31 in premium denim and size 30 in paige jimmy jimmy jeans  however in this particular pair i needed a size 29. i definitely recommend sizing down!,Jeans
1,These are the most comfortable pants i own. i bought them in the gold  green  and gray (which really does look more like a grayish purple). the gold is my favorite - it goes with so many things! i was just checking to see if there were any other colors - would love them in black and a burgundy. i'm about 125 lbs   5 foot 7  and the 28 is a perfect fit. the saleswoman warned that they would stretch out  but i haven't found that to be a real problem.,Jeans
1,"Ag jeans are the only brand that fit my body type. for reference  i'm 5'4""  short-waisted with larger athletic thighs  smaller waist  bigger behind (or pear-shaped) and shorter legs. this is first time i didn't have to cut off several inches in length  though i may need to hem a few inches as these jeans hit right below ankle (not above like model photo). i usually wear a 29 in ag  but went up one size based on other reviewers comments. ag jeans are worth the price: great quality and made in the",Jeans
1,These do run small for pilcro which i think runs large overall. after reading other reviews i decided to get the size i would order in ag or coh and the like. thanks fellow reviewers because i'm pleased. when i first put them on i said no. the waist was a tad big (but comfy# and the legs seemed tight. with the slits at the bottom going right to my ankle (29 inch inseam) i thought these looked ridiculous. however  once i had them on for about 10 minutes they just sort of molded to my body and loo,Jeans
1,These are the best jeans ever! never wore pilcros before and only ordered them because they were on sale. so glad i did! now i'm hooked!,Jeans
1,"Great fit i'm petite and bought size 29. my hips and waist differ by 10""  so i'm very curvy. i love the fit and look just by rolling them up. my 1st pair of ag jeans and i will definitely buy more.",Jeans
-1,"I ordered this in a size 1 which i thought would be a small and it was very  very wide. it is very short too. i typically wear a small and am 5'8"" and 132 lbs. it's going back unfortunately. very soft material though.",Knits
-1,"This is a very lovely looking sweater. unfortunately  it runs incredibly small. i'm only 5'3"" and the size small hit me above my mid-rise jeans. it doesn't fit at all how it's shown on the model. it's also a very delicate fabric. seems like it would snag easily. i was really hoping it would work as i used my birthday discount to purchase it  but i'm sending it back.",Knits
-1,This is another one of those darned swing tops. i can't even with this trend. this shirt has such a nice print/color palette going on but it's ruined by the swing cut/henley combo- it looked like i was a little kid wearing an oversized men's night shirt/smock? i don't know  it was just not at all flattering. i ordered my regular size large and a medium would have worked and probably still been generously cut. i disagree with a reviewer who said it might work for larger sizes.. this just made my,Knits
-1,When the top arrived and i tried it on; it was great. the length was perfect even though i am curvy. after one wash (done according to the directions)  the top shrank in length considerably. i do not mind paying a higher price for something unique and something of quality.....i do have a problem with something that does not hold up to basic use. i will be returning this item.,Knits
-1,Love the fabric of this shirt even though it was thinner than i expected. it is soft to the skin and flattering. however i returned it because it is made for women with long torso and shorter shoulders.,Knits
-1,I wanted to love this shirt  but was very disappointed. i had read other reviews and still ordered  but wish i would have listened. the shirt looks nothing like photos online and is extremely boxy and unflattering. had to send it back.,Knits
-1,It's such a pretty top but i felt that it looked maternity-ish so i returned it.,Knits
-1,Matronly and unflattering. i think this may work on a very tall and slender body type.,Knits
-1,Did not work for me. whatsoever. the stripes were adorable but the piece just didn't fit like on the model. the collar was practically choking me and the tie just didn't make my figure look the way it normally does. aka i looked frumpy and chunky  which i'm not. going back.,Knits
0,I loved this sweater when i bought it. wore it a couple times then washed it according to the tag. it shrunk at least two sizes! and the tassels got all tangled (which i guess i should have seen coming). pretty bummed about it because this sweater looked beautiful on.,Knits
0,Usually can just buy tiny shirts knowing that they will fit me!  and this one is beautiful but if you have any type of chest it will not work.  i'm a 34d and it  was way too small in the chest area.  it is a beautiful shirt though and i'm very sad that i have to return it.  it will work better on someone else for sure.  so i recommend this beautiful shirt for someone with a different body type from mine!,Knits
0,This shirt is thin and probably not worth full price  but it was flattering to my figure. covered my post baby tummy and complimented/minimized my g size chest  but the cut was off. the seams for the arms were almost in the front at the chest  so when i moved my arms i had limited movement forward and it pushed the embroidered panel out and was just irritating. an entire day of readjusting my shirt would drive me crazy. i tried the m and the l.,Knits
0,I wanted to love this top. the color is wonderful in the pink and the material is silky soft. it is huge though  i am a 34 dd and bought my usual small! i am going to exchange for an xs and am hoping it fits.,Knits
0,"I like the feel and color of this blouse. however  i was very disappointed with the sizing. i usually wear medium so i ordered medium for this blouse  it fits way too big. it is a bummer because the ""curve"" is not even visible when i wear it.",Knits
0,This top is very strange. i agree with the other reviewer in that i think it's not cotton. it clung and got bunched up around my chest. like in a static cling way. there's just something about the way it hangs that is not flattering. too bad as i was really looking forward to wearing this but alas  it's going back.,Knits
0,This top is really cute but shorter in length than expected.  plus  it shrunk considerably!,Knits
0,Good structure and quality; a bit large and wish i had ordered something a bit brighter! (i ordered the white tee.),Knits
0,This top has too much fabric! i would of liked it more if they had a smaller size but the small seemed like a medium or large!,Knits
1,I'm an xl in retailer blouses  and this blouse is the same. i'm guessing women with a thin frame might size down  but i can't say for sure. i purchased the white blouse with the floral pattern. there is a narrow band on the bottom  but it isn't tight  so i didn't find it to be a problem. i usually don't like blouses with banded bottoms  but this is loose. the band does cause the blouse to blouse out a bit  but the fabric has a really nice drape to it  so it worked fine. the fabric has a gre,Knits
1,I love love this top. i was on the fence about it since it runs large and is loose fitting  very loose. i tried m  l  and xl. i usually wear xl but bought an l in this. i tried m  it was loose around the mid-section but fitted at the top. i wore them with fitted skinny pants and the top looks amazing. perfect for summer. the armholes also look flattering - not too big. i like turquoise. i didn't find yellow in the store  so bought green and white. it does need some ironing.,Knits
1,"Bought this in navy. needed something comfortable  but able to dress up denim. this was perfect! wore it already and immediately got 2 complements. the only drawback was that the elastic in cuffs was a little too tight and my forearms are not large. bought in medium. i'm 5'8"" and 145 lbs. just washed it for first time. noticed that it dried a little wrinkly in front. may have to steam to get wrinkles out  but still worth it.",Knits
1,I like that you can dress this shirt up or down. go out  or lounge in it! very comfortable and i would recommend buying it.,Knits
1,Just love this sweater  have it in both colors. can be dressed up or more casual!,Knits
1,This top is sooo cute. it does not look like pajamas as one person said  it looks like a top. it's a bit on the boxy style  so anything you want to hide below is well covered. has a nice length to it. is not just for lounging. paired it with a black pencil skirt and it looked great. i ordered the xl (i am a 40d for reference) and it hung very nicely. its extremely soft and very comfy. i only wish they had more colors.,Knits
1,My daughter loved this tee the first time she tried it on. since then i have purchased the white  yellow/lemon and rose pink colors for her. the material is soft  it washes well and it looks great. she says these tees are some of the most comfortable she owns and it looks good with shorts  jeans and leggings.,Knits
1,I was pleasantly surprised when i received this top in the mail. i expected the top to be more of a tee shirt but it is very soft and more like a light sweater. i feel the sizing is true-to-size but the design is not meant to be close to the body. for me  the shoulders and length were perfect.    this top is all about the sleeves. matador? perhaps  but it was the sleeves that attracted me to this sweater. i will wear with with a vest  skinny jeans and booties.,Knits
1,This is such a pretty top and a great multi-season piece. i love the colors and pattern  and the cut is flattering. it's not too low cut in the front which is nice. it is woven on the front/sleeves and knit in the back so i'm a little nervous about how it will wash. i usually wear a m in retailer tops and a l in tiny (they usually are truly tiny) but in this tiny a m was good.,Knits
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
1,"I always go w/ black  but deviated this time & so glad i did! quality fabric  not sheer at all. a great layering piece and new staple for the wardrobe. fits tts  sm (i'm 5'2""  109lbs)",Layering
1,This is a super flattering  cute tank! i've purchased it in several colors because it's such a great fit. somewhat thin material and slightly sheer (especially the white). i like that it has good coverage on the sleeves so that bra straps nor 'side boob/armpit' fat shows. looks great with pilcro capris for a cute  casual summer look! i wish they would come out with even more colors!,Layering
1,This is one of the softest shirts ever! i agree with another reviewer about the shirt not worth the original price but once this shirt hit the sale item  totally worth it.,Layering
1,I just bought the grey  and now i'm coming back for the black and cream i lovethis staple item!! so soft fits great!,Layering
1,Excellent dress for lounging in the house or for sleeping. very comfortable and a little sexy at the same time.,Layering
1,I took this in a large. im a 36d 140lbs. this top in a large fit me perfectly without a bra. slightly see through but not by much... i haven't tried it with a bra on yet  but im sure it'll be just fine.,Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,I love this shirt! it was a great price and very high quality. it has different material stitched in the inside,Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,Super itchy! had to return.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
1,Great with leggings.perfect with cold weather. hard to find if you have large calves .retailer is only place i could find leg warmers to fit. they are nice and thick and warm. and true to color.,Legwear
1,"I got these in the neutral color & quickly understood why they're categorized as ""loungewear"". if you're going to wear them out of the house  wear a tunic or a dress over them. i folded the scrunch part up over my calves & wore them like boot socks when i went out. i got a m/l & they fit about on par with other leggings / tights of that size range.  when i got home  i rolled them down & put the bottoms over my heels. the rest of the bottoms scrunched around my ankles. i recommend them for around",Legwear
1,Fun socks you will want to show off. design is printed on a relatively thin (trouser sock).,Legwear
1,Great fabric.  nice legging  substantial fabric  more structured than a typical legging.,Legwear
1,These are fabulous leggings for cold days. i am a teacher who has to do crossing guard duty in the mornings and finally i have something stylish that also keeps me warm! love them and i highly recommend. only con is that they are about 1/2 of an inch shorter than i would like.,Legwear
1,"These are cute  comfy and just as pictured; a soft greenish-gray but i didn't find them to be super flattering on me  or at least not slimming in my view. i'm 5'3"" about 105 lbs.  and got them in s/m which fit just right  but they do go all the way up to my true waist. they are ""tube legs""  meaning they're not contoured tights. so there's excess fabric at the toe (it'd be all bunched in flats) and there's a tiny bit of looseness at the ankle. there's also no distinguishable front or back (and no",Legwear
1,On the advice of other reviewers i purchased the m/l in this item. boy was i happy i did. i am normally a size 6-8 and because of the sheerness issue mentioned by another reviewer i purchased the larger size. they are still sheer in the rear end. you must wear a tunic or longer shirt/skirt with these. if you are hanging around the house it is not too bad. these are very comfortable and feel great while wearing. the color is great and the look is good. they are really long when you remove them fr,Legwear
1,I love these socks! they are super thick and comfy. the quality feels great and they were cheap!,Legwear
1,Fun to wear inside sneakers or just around the house shoeless. my daughters tried to take them  but i held on to them.,Legwear
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,Totally see through.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
0,These leggings were way longer and darker then appeared on model.   they also were see through or beige color when stretched across hip.  especially for the high cost  there are much better althleisure leggings on the market.,Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
0,These pajama pants are beautiful but very sheer and very delicate.  not ideal for a mom with kids,Lounge
0,I thought this tank would be so cute and comfy for my daily walks  but it's completely see through.  i sized down one size based on a review from another website and it fits ok  but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker  this would be the perfect tank.  unless your planning on layering this  i wouldn't recommend.,Lounge
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
1,"I love these! they are cute enough to wear out  and they are really comfortable. i ordered a small and at 5'3"" they are a little long but they shrunk in the wash and they're still totally wearable",Lounge
1,"Nice jacket  good quality  flattering design. i'm 5""4""  115 lbs  bought a size s and fits well. love the hood. a little snug in the arms if you want to wear a long sleeve underneath. overall a good buy!",Lounge
1,These super cute leggings are comfortable and functional with a fun design!,Lounge
1,"Love the design of these pants and they are super comfortable. perfect for running errands but managing not to look like you just rolled out of bed. bought the regular m size (usually i want petite because i'm 5'1"") and while they are a little long they still fit relatively well",Lounge
1,I do love these pants  but they are way too long for me and will have to return them. the petite sizes are sold out. it is true that the elastic in the waistband is not attached to the waistband fabric and does get twisted when you put the pants on. however  to me that is not a show-stopper. sorry i cannot keep them! i do love retailer and will continue shopping with you!,Lounge
